t1_ave_goals,t1_ave_oppgoals,t1_ave_oppshots,t1_ave_shots,t1_loses,t1_otl,t1_point_pct,t1_points,t1_recent_ave_goals,t1_recent_ave_oppgoals,t1_recent_ave_oppshots,t1_recent_ave_shots,t1_recent_games,t1_recent_loses,t1_recent_otl,t1_recent_point_pct,t1_recent_points,t1_recent_sos,t1_recent_srs,t1_recent_ties,t1_recent_wins,t1_rest_days,t1_shots,t1_sos,t1_srs,t1_ties,t1_total_games,t1_wins,t2_ave_goals,t2_ave_oppgoals,t2_ave_oppshots,t2_ave_shots,t2_loses,t2_otl,t2_point_pct,t2_points,t2_recent_ave_goals,t2_recent_ave_oppgoals,t2_recent_ave_oppshots,t2_recent_ave_shots,t2_recent_games,t2_recent_loses,t2_recent_otl,t2_recent_point_pct,t2_recent_points,t2_recent_sos,t2_recent_srs,t2_recent_ties,t2_recent_wins,t2_rest_days,t2_shots,t2_sos,t2_srs,t2_ties,t2_total_games,t2_wins
3.1818181818181817,2.0,30.09090909090909,30.636363636363637,3.0,3.0,0.864,19.0,3.375,2.25,27.25,30.75,8.0,3.0,3.0,0.812,13.0,0.2584790209790209,1.3834790209790209,0.0,5.0,2.0,33.0,-0.1661333615879071,1.0156848202302748,0.0,11.0,8.0,2.4444444444444446,3.3333333333333335,29.22222222222222,30.333333333333332,6.0,2.0,0.444,8.0,2.8333333333333335,3.1666666666666665,27.333333333333332,28.0,6.0,3.0,1.0,0.583,7.0,-0.6595117845117846,-0.9928451178451179,0.0,3.0,2.0,24.0,-0.2998143831477166,-1.1887032720366055,0.0,9.0,3.0
3.4166666666666665,2.25,29.583333333333332,30.833333333333332,3.0,3.0,0.875,21.0,3.625,2.25,27.25,28.625,8.0,2.0,2.0,0.875,14.0,0.2039231601731602,1.5789231601731601,0.0,6.0,2.0,33.0,-0.188961038961039,0.9777056277056277,0.0,12.0,9.0,3.6363636363636362,3.909090909090909,29.818181818181817,32.18181818181818,6.0,0.0,0.455,10.0,3.5,4.125,29.75,32.625,8.0,5.0,0.0,0.375,6.0,-0.05768190143190144,-0.6826819014319014,0.0,3.0,2.0,34.0,-0.39732237459510195,-0.6700496473223747,0.0,11.0,5.0
3.3846153846153846,2.3846153846153846,29.923076923076923,31.0,4.0,4.0,0.846,22.0,3.5555555555555554,2.4444444444444446,28.0,29.11111111111111,9.0,3.0,3.0,0.833,15.0,0.23717948717948717,1.3482905982905984,0.0,6.0,2.0,35.0,-0.10502958579881655,0.8949704142011834,0.0,13.0,9.0,2.3333333333333335,4.416666666666667,31.333333333333332,30.416666666666668,9.0,0.0,0.25,6.0,2.25,4.25,31.625,30.125,8.0,6.0,0.0,0.25,4.0,0.07859848484848486,-1.9214015151515151,0.0,2.0,6.0,27.0,0.08637334887334887,-1.9969599844599846,0.0,12.0,3.0
3.5714285714285716,2.357142857142857,29.714285714285715,31.285714285714285,4.0,4.0,0.857,24.0,3.888888888888889,2.2222222222222223,27.11111111111111,28.666666666666668,9.0,2.0,2.0,0.889,16.0,-0.18162393162393162,1.485042735042735,0.0,7.0,3.0,40.0,-0.2806122448979593,0.9336734693877549,0.0,14.0,10.0,3.5454545454545454,2.727272727272727,33.45454545454545,26.818181818181817,4.0,0.0,0.636,14.0,4.0,2.5714285714285716,32.285714285714285,30.428571428571427,7.0,2.0,0.0,0.714,10.0,-0.5633699633699634,0.8652014652014652,0.0,5.0,2.0,17.0,-0.5246753246753246,0.2935064935064936,0.0,11.0,7.0
3.533333333333333,2.3333333333333335,28.866666666666667,31.866666666666667,4.0,4.0,0.867,26.0,3.7777777777777777,2.3333333333333335,26.555555555555557,29.666666666666668,9.0,2.0,2.0,0.889,16.0,-0.23872489166606817,1.2057195527783762,0.0,7.0,3.0,27.0,-0.2884478919773038,0.9115521080226962,0.0,15.0,11.0,2.5,2.375,26.25,32.3125,8.0,1.0,0.531,17.0,2.6666666666666665,2.3333333333333335,25.11111111111111,34.666666666666664,9.0,4.0,0.0,0.556,10.0,0.27305657305657305,0.6063899063899063,0.0,5.0,3.0,20.0,0.2378949175824176,0.3628949175824176,0.0,16.0,8.0
3.6875,2.1875,28.3125,31.5625,4.0,4.0,0.875,28.0,4.222222222222222,2.2222222222222223,25.666666666666668,29.444444444444443,9.0,2.0,2.0,0.889,16.0,-0.3843041490100314,1.6156958509899686,0.0,7.0,1.0,37.0,-0.30158775048480935,1.1984122495151905,0.0,16.0,12.0,2.642857142857143,2.857142857142857,30.857142857142858,27.428571428571427,9.0,2.0,0.429,12.0,3.142857142857143,2.7142857142857144,31.428571428571427,26.285714285714285,7.0,4.0,1.0,0.5,7.0,-0.21915227629513348,0.20941915227629507,0.0,3.0,3.0,18.0,-0.07876535229476404,-0.2930510665804783,0.0,14.0,5.0
3.4705882352941178,2.235294117647059,27.705882352941178,31.88235294117647,5.0,4.0,0.824,28.0,3.888888888888889,2.3333333333333335,24.22222222222222,31.22222222222222,9.0,3.0,2.0,0.778,14.0,-0.3007171387073348,1.2548384168482207,0.0,6.0,2.0,38.0,-0.28180381027540014,0.9534903073716587,0.0,17.0,12.0,3.0,2.1333333333333333,30.466666666666665,29.066666666666666,4.0,0.0,0.733,22.0,2.7142857142857144,2.5714285714285716,31.285714285714285,27.428571428571427,7.0,3.0,0.0,0.571,8.0,0.11305162415843532,0.2559087670155782,0.0,4.0,1.0,26.0,0.08784567628220881,0.9545123429488755,0.0,15.0,11.0
3.4444444444444446,2.2222222222222223,27.61111111111111,32.22222222222222,5.0,4.0,0.833,30.0,3.5555555555555554,2.3333333333333335,23.666666666666668,33.22222222222222,9.0,3.0,2.0,0.778,14.0,-0.196353151397011,1.0258690708252114,0.0,6.0,3.0,41.0,-0.19774084585101098,1.0244813763712113,0.0,18.0,13.0,2.1176470588235294,4.0,29.058823529411764,32.588235294117645,14.0,2.0,0.235,8.0,2.3333333333333335,3.888888888888889,29.11111111111111,32.888888888888886,9.0,7.0,1.0,0.278,5.0,0.25128425639261553,-1.3042712991629402,0.0,2.0,2.0,16.0,0.24650766911511765,-1.635845272061353,0.0,17.0,3.0
3.473684210526316,2.473684210526316,27.0,32.68421052631579,6.0,4.0,0.789,30.0,3.7777777777777777,2.7777777777777777,21.77777777777778,34.0,9.0,3.0,1.0,0.722,13.0,-0.44166618889271114,0.5583338111072889,0.0,6.0,2.0,45.0,-0.26063303899583845,0.7393669610041615,0.0,19.0,13.0,2.4705882352941178,3.1176470588235294,29.176470588235293,25.41176470588235,11.0,2.0,0.412,14.0,1.25,2.375,27.125,23.625,8.0,6.0,2.0,0.375,6.0,-0.4227726178190574,-1.5477726178190574,0.0,2.0,1.0,24.0,-0.2968721544345292,-0.943930977963941,0.0,17.0,6.0
3.45,2.55,26.85,33.3,7.0,5.0,0.775,31.0,3.7777777777777777,3.2222222222222223,22.88888888888889,36.55555555555556,9.0,4.0,2.0,0.667,12.0,-0.45152696556205335,0.10402858999350223,0.0,5.0,2.0,30.0,-0.28808213716108455,0.6119178628389155,0.0,20.0,13.0,2.473684210526316,4.0,32.05263157894737,29.894736842105264,13.0,0.0,0.316,12.0,2.7142857142857144,3.2857142857142856,33.285714285714285,29.0,7.0,4.0,0.0,0.429,6.0,0.2248076902212241,-0.3466208812073473,0.0,3.0,1.0,28.0,0.11939038185575583,-1.4069254076179285,0.0,19.0,6.0
3.5714285714285716,2.619047619047619,26.904761904761905,33.142857142857146,7.0,5.0,0.786,33.0,3.7777777777777777,3.111111111111111,23.333333333333332,36.22222222222222,9.0,4.0,2.0,0.667,12.0,-0.48849438410841917,0.17817228255824746,0.0,5.0,2.0,44.0,-0.36174708054407306,0.5906338718368793,0.0,21.0,14.0,3.3333333333333335,2.238095238095238,28.476190476190474,27.19047619047619,6.0,0.0,0.714,30.0,3.5,2.25,30.125,25.875,8.0,2.0,0.0,0.75,12.0,-0.4500142401458191,0.7999857598541809,0.0,6.0,3.0,23.0,-0.1538968272050979,0.9413412680329974,0.0,21.0,15.0
3.6363636363636362,2.5,26.727272727272727,33.63636363636363,7.0,5.0,0.795,35.0,4.0,2.6666666666666665,22.11111111111111,37.44444444444444,9.0,3.0,1.0,0.722,13.0,-0.41628946102630304,0.9170438723070302,0.0,6.0,1.0,32.0,-0.3017455829656787,0.8346180533979577,0.0,22.0,15.0,3.0476190476190474,2.9523809523809526,30.285714285714285,33.857142857142854,12.0,2.0,0.476,20.0,2.4444444444444446,2.7777777777777777,30.22222222222222,33.333333333333336,9.0,6.0,0.0,0.333,6.0,-0.012675628465102198,-0.3460089617984355,0.0,3.0,2.0,43.0,0.01018183988108799,0.10541993511918323,0.0,21.0,9.0
3.5652173913043477,2.5217391304347827,27.434782608695652,33.56521739130435,8.0,6.0,0.783,36.0,3.5555555555555554,2.7777777777777777,23.88888888888889,37.111111111111114,9.0,4.0,2.0,0.667,12.0,-0.23693351736829996,0.5408442604094779,0.0,5.0,2.0,37.0,-0.2847216425666332,0.758756618302932,0.0,23.0,15.0,2.45,2.6,27.55,25.55,8.0,1.0,0.625,25.0,2.375,1.875,26.0,22.375,8.0,2.0,0.0,0.75,12.0,-0.17851908055712404,0.32148091944287593,0.0,6.0,2.0,25.0,-0.1117763034067382,-0.2617763034067382,0.0,20.0,12.0
3.5833333333333335,2.5,27.333333333333332,33.708333333333336,8.0,6.0,0.792,38.0,3.6,2.7,24.0,37.1,10.0,4.0,2.0,0.7,14.0,-0.2501576322228496,0.6498423677771504,0.0,6.0,2.0,39.0,-0.26961395790200154,0.8137193754313317,0.0,24.0,16.0,2.6666666666666665,2.3333333333333335,30.333333333333332,26.571428571428573,11.0,2.0,0.524,22.0,2.75,1.25,28.875,24.0,8.0,2.0,0.0,0.75,12.0,-0.040836038961038976,1.459163961038961,0.0,6.0,1.0,22.0,-0.04601839154634186,0.28731494178699146,0.0,21.0,10.0
3.64,2.52,27.12,33.92,8.0,6.0,0.8,40.0,3.8,2.8,24.5,37.0,10.0,4.0,2.0,0.7,14.0,-0.23645539243365327,0.7635446075663468,0.0,6.0,2.0,26.0,-0.2540335751205317,0.8659664248794684,0.0,25.0,17.0,3.0,2.5454545454545454,30.136363636363637,26.454545454545453,9.0,1.0,0.614,27.0,3.25,2.125,32.0,26.0,8.0,2.0,0.0,0.75,12.0,-0.3383681535855449,0.786631846414455,0.0,6.0,4.0,22.0,-0.10060285235186422,0.3539426021935903,0.0,22.0,13.0
3.6153846153846154,2.5,26.923076923076923,33.61538461538461,8.0,6.0,0.808,42.0,3.5,3.0,24.7,36.9,10.0,4.0,2.0,0.7,14.0,-0.13265678524374178,0.3673432147562582,0.0,6.0,2.0,30.0,-0.2320327470745531,0.8833518683100623,0.0,26.0,18.0,2.24,2.64,26.64,31.76,13.0,1.0,0.5,25.0,2.0,2.75,27.375,32.125,8.0,4.0,0.0,0.5,8.0,-0.11357460474308302,-0.863574604743083,0.0,4.0,2.0,24.0,0.11707256511604339,-0.28292743488395666,0.0,25.0,12.0
3.5555555555555554,2.4444444444444446,26.814814814814813,33.48148148148148,8.0,6.0,0.815,44.0,3.7,2.8,25.3,36.2,10.0,3.0,2.0,0.8,16.0,-0.16543366778149385,0.7345663322185062,0.0,7.0,2.0,29.0,-0.23872579379825754,0.8723853173128536,0.0,27.0,19.0,2.7777777777777777,3.4444444444444446,27.85185185185185,32.629629629629626,18.0,4.0,0.407,22.0,3.5,3.75,26.125,31.125,8.0,4.0,0.0,0.5,8.0,-0.11490384615384612,-0.36490384615384613,0.0,4.0,2.0,41.0,0.04945077556188668,-0.6172158911047799,0.0,27.0,9.0
3.5714285714285716,2.4642857142857144,27.321428571428573,33.32142857142857,8.0,6.0,0.821,46.0,3.8,2.9,26.8,35.3,10.0,3.0,2.0,0.8,16.0,-0.2572431827431828,0.6427568172568172,0.0,7.0,1.0,29.0,-0.2647324699110413,0.8424103872318158,0.0,28.0,20.0,2.7857142857142856,3.4642857142857144,27.892857142857142,32.92857142857143,19.0,4.0,0.393,22.0,3.4444444444444446,3.7777777777777777,26.444444444444443,32.22222222222222,9.0,5.0,0.0,0.444,8.0,0.029066838511282986,-0.3042664948220503,0.0,4.0,1.0,41.0,0.08793919704633997,-0.5906322315250886,0.0,28.0,9.0
3.5172413793103448,2.4827586206896552,27.79310344827586,33.172413793103445,9.0,6.0,0.793,46.0,3.6,2.5,29.3,34.1,10.0,3.0,2.0,0.8,16.0,-0.1869389078354596,0.9130610921645405,0.0,7.0,3.0,32.0,-0.26443655608935046,0.7700462025313393,0.0,29.0,20.0,3.5,2.769230769230769,32.73076923076923,28.23076923076923,9.0,3.0,0.712,37.0,3.8,2.6,33.3,26.0,10.0,4.0,2.0,0.7,14.0,-0.4585982905982906,0.7414017094017094,0.0,6.0,2.0,21.0,-0.22448733602579762,0.5062818947434331,0.0,26.0,17.0
3.533333333333333,2.4,27.566666666666666,33.13333333333333,9.0,6.0,0.8,48.0,3.7,2.1,29.0,32.8,10.0,2.0,1.0,0.85,17.0,-0.07939132387408246,1.5206086761259177,0.0,8.0,2.0,34.0,-0.23955290771382728,0.893780425619506,0.0,30.0,21.0,3.1481481481481484,3.3703703703703702,36.074074074074076,27.40740740740741,15.0,6.0,0.556,30.0,3.5,3.625,35.375,27.5,8.0,4.0,1.0,0.562,9.0,0.32522025388404696,0.20022025388404696,0.0,4.0,2.0,27.0,0.07638204707170224,-0.14584017515051997,0.0,27.0,12.0
3.6129032258064515,2.3548387096774195,27.548387096774192,33.16129032258065,9.0,6.0,0.806,50.0,3.909090909090909,2.0,28.818181818181817,32.90909090909091,11.0,2.0,1.0,0.864,19.0,-0.09041175937727657,1.8186791497136325,0.0,9.0,1.0,25.0,-0.23849551552554893,1.0195690006034832,0.0,31.0,22.0,3.2413793103448274,3.1379310344827585,26.551724137931036,30.93103448275862,15.0,2.0,0.517,30.0,3.1,3.6,26.2,32.7,10.0,6.0,1.0,0.45,9.0,0.30224516862447903,-0.19775483137552097,0.0,4.0,2.0,27.0,-0.016969885170184364,0.0864783906918846,0.0,29.0,14.0
3.625,2.375,27.53125,32.90625,9.0,6.0,0.812,52.0,3.6,2.1,29.3,31.3,10.0,2.0,1.0,0.85,17.0,-0.04430775523656505,1.4556922447634348,0.0,8.0,3.0,36.0,-0.21479930117826396,1.0352006988217362,0.0,32.0,23.0,2.5,3.3125,30.03125,31.125,22.0,6.0,0.406,26.0,2.0,3.3,29.4,33.9,10.0,8.0,2.0,0.3,6.0,0.32900630329996294,-0.9709936967000371,0.0,2.0,2.0,31.0,0.11758735547580791,-0.6949126445241921,0.0,32.0,10.0
3.6666666666666665,2.4242424242424243,27.636363636363637,33.0,9.0,6.0,0.818,54.0,3.9,2.2,28.1,31.7,10.0,1.0,0.0,0.9,18.0,-0.1507626439189287,1.5492373560810713,0.0,9.0,1.0,32.0,-0.2438925618740311,0.9985316805502114,0.0,33.0,24.0,3.3548387096774195,3.0,29.838709677419356,29.741935483870968,13.0,5.0,0.661,41.0,3.0,2.75,33.5,27.0,8.0,3.0,2.0,0.75,12.0,-0.2601193561027405,-0.010119356102740507,0.0,5.0,4.0,35.0,-0.19772003707357505,0.15711867260384432,0.0,31.0,18.0
3.6176470588235294,2.3823529411764706,27.852941176470587,32.970588235294116,9.0,6.0,0.824,56.0,3.7,2.1,29.1,31.2,10.0,1.0,0.0,0.9,18.0,-0.10473018272431836,1.4952698172756818,0.0,9.0,3.0,35.0,-0.2207787850124852,1.0145153326345737,0.0,34.0,25.0,3.0,2.121212121212121,27.484848484848484,27.757575757575758,10.0,0.0,0.697,46.0,2.3333333333333335,1.6666666666666667,23.77777777777778,30.555555555555557,9.0,3.0,0.0,0.667,12.0,-0.16565385033126973,0.5010128163353968,0.0,6.0,2.0,29.0,-0.10676401513424083,0.772023863653638,0.0,33.0,23.0
3.6,2.4285714285714284,27.885714285714286,33.02857142857143,10.0,6.0,0.8,56.0,3.5,2.2,29.8,30.8,10.0,2.0,0.0,0.8,16.0,-0.061724917239623124,1.238275082760377,0.0,8.0,2.0,41.0,-0.1887777530366986,0.9826508183918728,0.0,35.0,25.0,2.933333333333333,2.3666666666666667,29.566666666666666,28.0,14.0,3.0,0.583,35.0,3.625,2.125,26.375,32.5,8.0,2.0,1.0,0.812,13.0,-0.2183730988729803,1.2816269011270198,0.0,6.0,2.0,28.0,-0.04108489339039623,0.5255817732762704,0.0,30.0,16.0
3.611111111111111,2.388888888888889,27.88888888888889,33.25,10.0,6.0,0.806,58.0,3.6,2.1,30.4,32.3,10.0,2.0,0.0,0.8,16.0,-0.023787878787878792,1.4762121212121213,0.0,8.0,2.0,27.0,-0.1688425306991483,1.053379691523074,0.0,36.0,26.0,2.696969696969697,2.242424242424242,25.90909090909091,28.333333333333332,12.0,0.0,0.636,42.0,2.4444444444444446,2.5555555555555554,25.88888888888889,28.88888888888889,9.0,4.0,0.0,0.556,10.0,-0.2900560224089636,-0.4011671335200747,0.0,5.0,4.0,27.0,-0.1377016118660503,0.31684384267940424,0.0,33.0,21.0
3.6216216216216215,2.3513513513513513,27.864864864864863,33.08108108108108,10.0,6.0,0.811,60.0,3.7777777777777777,2.0,29.555555555555557,32.333333333333336,9.0,2.0,0.0,0.778,14.0,0.10117554529319232,1.87895332307097,0.0,7.0,3.0,29.0,-0.16501893361988748,1.1052513366503827,0.0,37.0,27.0,2.515151515151515,3.757575757575758,30.575757575757574,29.727272727272727,21.0,1.0,0.379,25.0,2.2222222222222223,3.5555555555555554,29.444444444444443,30.333333333333332,9.0,6.0,1.0,0.389,7.0,0.2013227513227513,-1.132010582010582,0.0,3.0,2.0,32.0,0.1221883005305465,-1.120235941893696,0.0,33.0,12.0
3.526315789473684,2.3421052631578947,27.973684210526315,32.973684210526315,11.0,6.0,0.789,60.0,3.5555555555555554,1.8888888888888888,28.555555555555557,32.333333333333336,9.0,2.0,0.0,0.778,14.0,0.08493705129412045,1.7516037179607873,0.0,7.0,3.0,30.0,-0.19701627046420914,0.9871942558515803,0.0,38.0,27.0,2.9722222222222223,2.138888888888889,27.5,27.666666666666668,11.0,0.0,0.694,50.0,2.75,2.25,27.5,29.625,8.0,3.0,0.0,0.625,10.0,0.037262620466954874,0.5372626204669548,0.0,5.0,3.0,21.0,-0.06617989684295154,0.7671534364903818,0.0,36.0,25.0
3.5384615384615383,2.358974358974359,27.794871794871796,32.8974358974359,11.0,6.0,0.795,62.0,3.25,2.375,28.75,31.875,8.0,2.0,0.0,0.75,12.0,0.10677113456718716,0.9817711345671871,0.0,6.0,3.0,27.0,-0.17242754054494946,1.0070596389422302,0.0,39.0,28.0,3.076923076923077,3.051282051282051,28.82051282051282,30.615384615384617,19.0,4.0,0.564,44.0,2.875,2.625,28.875,30.125,8.0,3.0,0.0,0.625,10.0,-0.11833412359728149,0.1316658764027185,0.0,5.0,1.0,27.0,0.06976932383576824,0.09541034947679389,0.0,39.0,20.0
3.5,2.4,27.775,32.75,12.0,6.0,0.775,62.0,3.0,2.5,28.75,32.125,8.0,3.0,0.0,0.625,10.0,0.10248767177120835,0.6024876717712083,0.0,5.0,2.0,30.0,-0.14740999108617853,0.9525900089138215,0.0,40.0,28.0,2.789473684210526,2.763157894736842,30.42105263157895,29.63157894736842,19.0,2.0,0.526,40.0,2.3333333333333335,3.0,27.666666666666668,28.22222222222222,9.0,6.0,0.0,0.333,6.0,0.13657311157311158,-0.530093555093555,0.0,3.0,2.0,29.0,0.13072805385824776,0.15704384333193197,0.0,38.0,19.0
