	Season	team_name	team_abbr	link
553	2012-13	Ottawa Senators	OTT	teams/OTT/2013_gamelog.html
554	2011-12	Ottawa Senators	OTT	teams/OTT/2012_gamelog.html
555	2010-11	Ottawa Senators	OTT	teams/OTT/2011_gamelog.html
556	2009-10	Ottawa Senators	OTT	teams/OTT/2010_gamelog.html
557	2008-09	Ottawa Senators	OTT	teams/OTT/2009_gamelog.html
558	2007-08	Ottawa Senators	OTT	teams/OTT/2008_gamelog.html
559	2006-07	Ottawa Senators	OTT	teams/OTT/2007_gamelog.html
560	2005-06	Ottawa Senators	OTT	teams/OTT/2006_gamelog.html
561	2003-04	Ottawa Senators	OTT	teams/OTT/2004_gamelog.html
562	2002-03	Ottawa Senators	OTT	teams/OTT/2003_gamelog.html
563	2001-02	Ottawa Senators	OTT	teams/OTT/2002_gamelog.html
564	2000-01	Ottawa Senators	OTT	teams/OTT/2001_gamelog.html
565	1999-00	Ottawa Senators	OTT	teams/OTT/2000_gamelog.html
566	1998-99	Ottawa Senators	OTT	teams/OTT/1999_gamelog.html
567	1997-98	Ottawa Senators	OTT	teams/OTT/1998_gamelog.html
568	1996-97	Ottawa Senators	OTT	teams/OTT/1997_gamelog.html
569	1995-96	Ottawa Senators	OTT	teams/OTT/1996_gamelog.html
570	1994-95	Ottawa Senators	OTT	teams/OTT/1995_gamelog.html
571	1993-94	Ottawa Senators	OTT	teams/OTT/1994_gamelog.html
572	1992-93	Ottawa Senators	OTT	teams/OTT/1993_gamelog.html
573	2019-20	Philadelphia Flyers	PHI	teams/PHI/2020_gamelog.html
574	2018-19	Philadelphia Flyers	PHI	teams/PHI/2019_gamelog.html
575	2017-18	Philadelphia Flyers	PHI	teams/PHI/2018_gamelog.html
576	2016-17	Philadelphia Flyers	PHI	teams/PHI/2017_gamelog.html
577	2015-16	Philadelphia Flyers	PHI	teams/PHI/2016_gamelog.html
578	2014-15	Philadelphia Flyers	PHI	teams/PHI/2015_gamelog.html
579	2013-14	Philadelphia Flyers	PHI	teams/PHI/2014_gamelog.html
580	2012-13	Philadelphia Flyers	PHI	teams/PHI/2013_gamelog.html
581	2011-12	Philadelphia Flyers	PHI	teams/PHI/2012_gamelog.html
582	2010-11	Philadelphia Flyers	PHI	teams/PHI/2011_gamelog.html
583	2009-10	Philadelphia Flyers	PHI	teams/PHI/2010_gamelog.html
584	2008-09	Philadelphia Flyers	PHI	teams/PHI/2009_gamelog.html
585	2007-08	Philadelphia Flyers	PHI	teams/PHI/2008_gamelog.html
586	2006-07	Philadelphia Flyers	PHI	teams/PHI/2007_gamelog.html
587	2005-06	Philadelphia Flyers	PHI	teams/PHI/2006_gamelog.html
588	2003-04	Philadelphia Flyers	PHI	teams/PHI/2004_gamelog.html
589	2002-03	Philadelphia Flyers	PHI	teams/PHI/2003_gamelog.html
590	2001-02	Philadelphia Flyers	PHI	teams/PHI/2002_gamelog.html
591	2000-01	Philadelphia Flyers	PHI	teams/PHI/2001_gamelog.html
592	1999-00	Philadelphia Flyers	PHI	teams/PHI/2000_gamelog.html
593	1998-99	Philadelphia Flyers	PHI	teams/PHI/1999_gamelog.html
594	1997-98	Philadelphia Flyers	PHI	teams/PHI/1998_gamelog.html
595	1996-97	Philadelphia Flyers	PHI	teams/PHI/1997_gamelog.html
596	1995-96	Philadelphia Flyers	PHI	teams/PHI/1996_gamelog.html
597	1994-95	Philadelphia Flyers	PHI	teams/PHI/1995_gamelog.html
598	1993-94	Philadelphia Flyers	PHI	teams/PHI/1994_gamelog.html
599	1992-93	Philadelphia Flyers	PHI	teams/PHI/1993_gamelog.html
600	1991-92	Philadelphia Flyers	PHI	teams/PHI/1992_gamelog.html
601	1990-91	Philadelphia Flyers	PHI	teams/PHI/1991_gamelog.html
602	2019-20	Pittsburgh Penguins	PIT	teams/PIT/2020_gamelog.html
603	2018-19	Pittsburgh Penguins	PIT	teams/PIT/2019_gamelog.html
604	2017-18	Pittsburgh Penguins	PIT	teams/PIT/2018_gamelog.html
605	2016-17	Pittsburgh Penguins	PIT	teams/PIT/2017_gamelog.html
606	2015-16	Pittsburgh Penguins	PIT	teams/PIT/2016_gamelog.html
607	2014-15	Pittsburgh Penguins	PIT	teams/PIT/2015_gamelog.html
608	2013-14	Pittsburgh Penguins	PIT	teams/PIT/2014_gamelog.html
609	2012-13	Pittsburgh Penguins	PIT	teams/PIT/2013_gamelog.html
610	2011-12	Pittsburgh Penguins	PIT	teams/PIT/2012_gamelog.html
611	2010-11	Pittsburgh Penguins	PIT	teams/PIT/2011_gamelog.html
612	2009-10	Pittsburgh Penguins	PIT	teams/PIT/2010_gamelog.html
613	2008-09	Pittsburgh Penguins	PIT	teams/PIT/2009_gamelog.html
614	2007-08	Pittsburgh Penguins	PIT	teams/PIT/2008_gamelog.html
615	2006-07	Pittsburgh Penguins	PIT	teams/PIT/2007_gamelog.html
616	2005-06	Pittsburgh Penguins	PIT	teams/PIT/2006_gamelog.html
617	2003-04	Pittsburgh Penguins	PIT	teams/PIT/2004_gamelog.html
618	2002-03	Pittsburgh Penguins	PIT	teams/PIT/2003_gamelog.html
619	2001-02	Pittsburgh Penguins	PIT	teams/PIT/2002_gamelog.html
620	2000-01	Pittsburgh Penguins	PIT	teams/PIT/2001_gamelog.html
621	1999-00	Pittsburgh Penguins	PIT	teams/PIT/2000_gamelog.html
622	1998-99	Pittsburgh Penguins	PIT	teams/PIT/1999_gamelog.html
623	1997-98	Pittsburgh Penguins	PIT	teams/PIT/1998_gamelog.html
624	1996-97	Pittsburgh Penguins	PIT	teams/PIT/1997_gamelog.html
625	1995-96	Pittsburgh Penguins	PIT	teams/PIT/1996_gamelog.html
626	1994-95	Pittsburgh Penguins	PIT	teams/PIT/1995_gamelog.html
627	1993-94	Pittsburgh Penguins	PIT	teams/PIT/1994_gamelog.html
628	1992-93	Pittsburgh Penguins	PIT	teams/PIT/1993_gamelog.html
629	1991-92	Pittsburgh Penguins	PIT	teams/PIT/1992_gamelog.html
630	1990-91	Pittsburgh Penguins	PIT	teams/PIT/1991_gamelog.html
631	2019-20	San Jose Sharks	SJS	teams/SJS/2020_gamelog.html
632	2018-19	San Jose Sharks	SJS	teams/SJS/2019_gamelog.html
633	2017-18	San Jose Sharks	SJS	teams/SJS/2018_gamelog.html
634	2016-17	San Jose Sharks	SJS	teams/SJS/2017_gamelog.html
635	2015-16	San Jose Sharks	SJS	teams/SJS/2016_gamelog.html
636	2014-15	San Jose Sharks	SJS	teams/SJS/2015_gamelog.html
637	2013-14	San Jose Sharks	SJS	teams/SJS/2014_gamelog.html
638	2012-13	San Jose Sharks	SJS	teams/SJS/2013_gamelog.html
639	2011-12	San Jose Sharks	SJS	teams/SJS/2012_gamelog.html
640	2010-11	San Jose Sharks	SJS	teams/SJS/2011_gamelog.html
641	2009-10	San Jose Sharks	SJS	teams/SJS/2010_gamelog.html
642	2008-09	San Jose Sharks	SJS	teams/SJS/2009_gamelog.html
643	2007-08	San Jose Sharks	SJS	teams/SJS/2008_gamelog.html
644	2006-07	San Jose Sharks	SJS	teams/SJS/2007_gamelog.html
645	2005-06	San Jose Sharks	SJS	teams/SJS/2006_gamelog.html
646	2003-04	San Jose Sharks	SJS	teams/SJS/2004_gamelog.html
647	2002-03	San Jose Sharks	SJS	teams/SJS/2003_gamelog.html
648	2001-02	San Jose Sharks	SJS	teams/SJS/2002_gamelog.html
649	2000-01	San Jose Sharks	SJS	teams/SJS/2001_gamelog.html
650	1999-00	San Jose Sharks	SJS	teams/SJS/2000_gamelog.html
651	1998-99	San Jose Sharks	SJS	teams/SJS/1999_gamelog.html
652	1997-98	San Jose Sharks	SJS	teams/SJS/1998_gamelog.html
653	1996-97	San Jose Sharks	SJS	teams/SJS/1997_gamelog.html
654	1995-96	San Jose Sharks	SJS	teams/SJS/1996_gamelog.html
655	1994-95	San Jose Sharks	SJS	teams/SJS/1995_gamelog.html
656	1993-94	San Jose Sharks	SJS	teams/SJS/1994_gamelog.html
657	1992-93	San Jose Sharks	SJS	teams/SJS/1993_gamelog.html
658	1991-92	San Jose Sharks	SJS	teams/SJS/1992_gamelog.html
659	2019-20	St. Louis Blues	STL	teams/STL/2020_gamelog.html
660	2018-19	St. Louis Blues	STL	teams/STL/2019_gamelog.html
661	2017-18	St. Louis Blues	STL	teams/STL/2018_gamelog.html
662	2016-17	St. Louis Blues	STL	teams/STL/2017_gamelog.html
663	2015-16	St. Louis Blues	STL	teams/STL/2016_gamelog.html
664	2014-15	St. Louis Blues	STL	teams/STL/2015_gamelog.html
665	2013-14	St. Louis Blues	STL	teams/STL/2014_gamelog.html
666	2012-13	St. Louis Blues	STL	teams/STL/2013_gamelog.html
667	2011-12	St. Louis Blues	STL	teams/STL/2012_gamelog.html
668	2010-11	St. Louis Blues	STL	teams/STL/2011_gamelog.html
669	2009-10	St. Louis Blues	STL	teams/STL/2010_gamelog.html
670	2008-09	St. Louis Blues	STL	teams/STL/2009_gamelog.html
671	2007-08	St. Louis Blues	STL	teams/STL/2008_gamelog.html
672	2006-07	St. Louis Blues	STL	teams/STL/2007_gamelog.html
673	2005-06	St. Louis Blues	STL	teams/STL/2006_gamelog.html
674	2003-04	St. Louis Blues	STL	teams/STL/2004_gamelog.html
675	2002-03	St. Louis Blues	STL	teams/STL/2003_gamelog.html
676	2001-02	St. Louis Blues	STL	teams/STL/2002_gamelog.html
677	2000-01	St. Louis Blues	STL	teams/STL/2001_gamelog.html
678	1999-00	St. Louis Blues	STL	teams/STL/2000_gamelog.html
679	1998-99	St. Louis Blues	STL	teams/STL/1999_gamelog.html
680	1997-98	St. Louis Blues	STL	teams/STL/1998_gamelog.html
681	1996-97	St. Louis Blues	STL	teams/STL/1997_gamelog.html
682	1995-96	St. Louis Blues	STL	teams/STL/1996_gamelog.html
683	1994-95	St. Louis Blues	STL	teams/STL/1995_gamelog.html
684	1993-94	St. Louis Blues	STL	teams/STL/1994_gamelog.html
685	1992-93	St. Louis Blues	STL	teams/STL/1993_gamelog.html
686	1991-92	St. Louis Blues	STL	teams/STL/1992_gamelog.html
687	1990-91	St. Louis Blues	STL	teams/STL/1991_gamelog.html
688	2019-20	Tampa Bay Lightning	TBL	teams/TBL/2020_gamelog.html
689	2018-19	Tampa Bay Lightning	TBL	teams/TBL/2019_gamelog.html
690	2017-18	Tampa Bay Lightning	TBL	teams/TBL/2018_gamelog.html
691	2016-17	Tampa Bay Lightning	TBL	teams/TBL/2017_gamelog.html
692	2015-16	Tampa Bay Lightning	TBL	teams/TBL/2016_gamelog.html
693	2014-15	Tampa Bay Lightning	TBL	teams/TBL/2015_gamelog.html
694	2013-14	Tampa Bay Lightning	TBL	teams/TBL/2014_gamelog.html
695	2012-13	Tampa Bay Lightning	TBL	teams/TBL/2013_gamelog.html
696	2011-12	Tampa Bay Lightning	TBL	teams/TBL/2012_gamelog.html
697	2010-11	Tampa Bay Lightning	TBL	teams/TBL/2011_gamelog.html
698	2009-10	Tampa Bay Lightning	TBL	teams/TBL/2010_gamelog.html
699	2008-09	Tampa Bay Lightning	TBL	teams/TBL/2009_gamelog.html
700	2007-08	Tampa Bay Lightning	TBL	teams/TBL/2008_gamelog.html
701	2006-07	Tampa Bay Lightning	TBL	teams/TBL/2007_gamelog.html
702	2005-06	Tampa Bay Lightning	TBL	teams/TBL/2006_gamelog.html
703	2003-04	Tampa Bay Lightning	TBL	teams/TBL/2004_gamelog.html
704	2002-03	Tampa Bay Lightning	TBL	teams/TBL/2003_gamelog.html
705	2001-02	Tampa Bay Lightning	TBL	teams/TBL/2002_gamelog.html
706	2000-01	Tampa Bay Lightning	TBL	teams/TBL/2001_gamelog.html
707	1999-00	Tampa Bay Lightning	TBL	teams/TBL/2000_gamelog.html
708	1998-99	Tampa Bay Lightning	TBL	teams/TBL/1999_gamelog.html
709	1997-98	Tampa Bay Lightning	TBL	teams/TBL/1998_gamelog.html
710	1996-97	Tampa Bay Lightning	TBL	teams/TBL/1997_gamelog.html
711	1995-96	Tampa Bay Lightning	TBL	teams/TBL/1996_gamelog.html
712	1994-95	Tampa Bay Lightning	TBL	teams/TBL/1995_gamelog.html
713	1993-94	Tampa Bay Lightning	TBL	teams/TBL/1994_gamelog.html
714	1992-93	Tampa Bay Lightning	TBL	teams/TBL/1993_gamelog.html
715	2019-20	Toronto Maple Leafs	TOR	teams/TOR/2020_gamelog.html
716	2018-19	Toronto Maple Leafs	TOR	teams/TOR/2019_gamelog.html
717	2017-18	Toronto Maple Leafs	TOR	teams/TOR/2018_gamelog.html
718	2016-17	Toronto Maple Leafs	TOR	teams/TOR/2017_gamelog.html
719	2015-16	Toronto Maple Leafs	TOR	teams/TOR/2016_gamelog.html
720	2014-15	Toronto Maple Leafs	TOR	teams/TOR/2015_gamelog.html
721	2013-14	Toronto Maple Leafs	TOR	teams/TOR/2014_gamelog.html
722	2012-13	Toronto Maple Leafs	TOR	teams/TOR/2013_gamelog.html
723	2011-12	Toronto Maple Leafs	TOR	teams/TOR/2012_gamelog.html
724	2010-11	Toronto Maple Leafs	TOR	teams/TOR/2011_gamelog.html
725	2009-10	Toronto Maple Leafs	TOR	teams/TOR/2010_gamelog.html
726	2008-09	Toronto Maple Leafs	TOR	teams/TOR/2009_gamelog.html
727	2007-08	Toronto Maple Leafs	TOR	teams/TOR/2008_gamelog.html
728	2006-07	Toronto Maple Leafs	TOR	teams/TOR/2007_gamelog.html
729	2005-06	Toronto Maple Leafs	TOR	teams/TOR/2006_gamelog.html
730	2003-04	Toronto Maple Leafs	TOR	teams/TOR/2004_gamelog.html
731	2002-03	Toronto Maple Leafs	TOR	teams/TOR/2003_gamelog.html
732	2001-02	Toronto Maple Leafs	TOR	teams/TOR/2002_gamelog.html
733	2000-01	Toronto Maple Leafs	TOR	teams/TOR/2001_gamelog.html
734	1999-00	Toronto Maple Leafs	TOR	teams/TOR/2000_gamelog.html
735	1998-99	Toronto Maple Leafs	TOR	teams/TOR/1999_gamelog.html
736	1997-98	Toronto Maple Leafs	TOR	teams/TOR/1998_gamelog.html
737	1996-97	Toronto Maple Leafs	TOR	teams/TOR/1997_gamelog.html
738	1995-96	Toronto Maple Leafs	TOR	teams/TOR/1996_gamelog.html
739	1994-95	Toronto Maple Leafs	TOR	teams/TOR/1995_gamelog.html
740	1993-94	Toronto Maple Leafs	TOR	teams/TOR/1994_gamelog.html
741	1992-93	Toronto Maple Leafs	TOR	teams/TOR/1993_gamelog.html
742	1991-92	Toronto Maple Leafs	TOR	teams/TOR/1992_gamelog.html
743	1990-91	Toronto Maple Leafs	TOR	teams/TOR/1991_gamelog.html
744	2019-20	Vancouver Canucks	VAN	teams/VAN/2020_gamelog.html
745	2018-19	Vancouver Canucks	VAN	teams/VAN/2019_gamelog.html
746	2017-18	Vancouver Canucks	VAN	teams/VAN/2018_gamelog.html
747	2016-17	Vancouver Canucks	VAN	teams/VAN/2017_gamelog.html
748	2015-16	Vancouver Canucks	VAN	teams/VAN/2016_gamelog.html
749	2014-15	Vancouver Canucks	VAN	teams/VAN/2015_gamelog.html
750	2013-14	Vancouver Canucks	VAN	teams/VAN/2014_gamelog.html
751	2012-13	Vancouver Canucks	VAN	teams/VAN/2013_gamelog.html
752	2011-12	Vancouver Canucks	VAN	teams/VAN/2012_gamelog.html
753	2010-11	Vancouver Canucks	VAN	teams/VAN/2011_gamelog.html
754	2009-10	Vancouver Canucks	VAN	teams/VAN/2010_gamelog.html
755	2008-09	Vancouver Canucks	VAN	teams/VAN/2009_gamelog.html
756	2007-08	Vancouver Canucks	VAN	teams/VAN/2008_gamelog.html
757	2006-07	Vancouver Canucks	VAN	teams/VAN/2007_gamelog.html
758	2005-06	Vancouver Canucks	VAN	teams/VAN/2006_gamelog.html
759	2003-04	Vancouver Canucks	VAN	teams/VAN/2004_gamelog.html
760	2002-03	Vancouver Canucks	VAN	teams/VAN/2003_gamelog.html
761	2001-02	Vancouver Canucks	VAN	teams/VAN/2002_gamelog.html
762	2000-01	Vancouver Canucks	VAN	teams/VAN/2001_gamelog.html
763	1999-00	Vancouver Canucks	VAN	teams/VAN/2000_gamelog.html
764	1998-99	Vancouver Canucks	VAN	teams/VAN/1999_gamelog.html
765	1997-98	Vancouver Canucks	VAN	teams/VAN/1998_gamelog.html
766	1996-97	Vancouver Canucks	VAN	teams/VAN/1997_gamelog.html
767	1995-96	Vancouver Canucks	VAN	teams/VAN/1996_gamelog.html
768	1994-95	Vancouver Canucks	VAN	teams/VAN/1995_gamelog.html
769	1993-94	Vancouver Canucks	VAN	teams/VAN/1994_gamelog.html
770	1992-93	Vancouver Canucks	VAN	teams/VAN/1993_gamelog.html
771	1991-92	Vancouver Canucks	VAN	teams/VAN/1992_gamelog.html
772	1990-91	Vancouver Canucks	VAN	teams/VAN/1991_gamelog.html
773	2019-20	Vegas Golden Knights	VEG	teams/VEG/2020_gamelog.html
774	2018-19	Vegas Golden Knights	VEG	teams/VEG/2019_gamelog.html
775	2017-18	Vegas Golden Knights	VEG	teams/VEG/2018_gamelog.html
776	2019-20	Washington Capitals	WSH	teams/WSH/2020_gamelog.html
777	2018-19	Washington Capitals	WSH	teams/WSH/2019_gamelog.html
778	2017-18	Washington Capitals	WSH	teams/WSH/2018_gamelog.html
779	2016-17	Washington Capitals	WSH	teams/WSH/2017_gamelog.html
780	2015-16	Washington Capitals	WSH	teams/WSH/2016_gamelog.html
781	2014-15	Washington Capitals	WSH	teams/WSH/2015_gamelog.html
782	2013-14	Washington Capitals	WSH	teams/WSH/2014_gamelog.html
783	2012-13	Washington Capitals	WSH	teams/WSH/2013_gamelog.html
784	2011-12	Washington Capitals	WSH	teams/WSH/2012_gamelog.html
785	2010-11	Washington Capitals	WSH	teams/WSH/2011_gamelog.html
786	2009-10	Washington Capitals	WSH	teams/WSH/2010_gamelog.html
787	2008-09	Washington Capitals	WSH	teams/WSH/2009_gamelog.html
788	2007-08	Washington Capitals	WSH	teams/WSH/2008_gamelog.html
789	2006-07	Washington Capitals	WSH	teams/WSH/2007_gamelog.html
790	2005-06	Washington Capitals	WSH	teams/WSH/2006_gamelog.html
791	2003-04	Washington Capitals	WSH	teams/WSH/2004_gamelog.html
792	2002-03	Washington Capitals	WSH	teams/WSH/2003_gamelog.html
793	2001-02	Washington Capitals	WSH	teams/WSH/2002_gamelog.html
794	2000-01	Washington Capitals	WSH	teams/WSH/2001_gamelog.html
795	1999-00	Washington Capitals	WSH	teams/WSH/2000_gamelog.html
796	1998-99	Washington Capitals	WSH	teams/WSH/1999_gamelog.html
797	1997-98	Washington Capitals	WSH	teams/WSH/1998_gamelog.html
798	1996-97	Washington Capitals	WSH	teams/WSH/1997_gamelog.html
799	1995-96	Washington Capitals	WSH	teams/WSH/1996_gamelog.html
800	1994-95	Washington Capitals	WSH	teams/WSH/1995_gamelog.html
801	1993-94	Washington Capitals	WSH	teams/WSH/1994_gamelog.html
802	1992-93	Washington Capitals	WSH	teams/WSH/1993_gamelog.html
803	1991-92	Washington Capitals	WSH	teams/WSH/1992_gamelog.html
804	1990-91	Washington Capitals	WSH	teams/WSH/1991_gamelog.html
805	2019-20	Winnipeg Jets	WPG	teams/WPG/2020_gamelog.html
806	2018-19	Winnipeg Jets	WPG	teams/WPG/2019_gamelog.html
807	2017-18	Winnipeg Jets	WPG	teams/WPG/2018_gamelog.html
808	2016-17	Winnipeg Jets	WPG	teams/WPG/2017_gamelog.html
809	2015-16	Winnipeg Jets	WPG	teams/WPG/2016_gamelog.html
810	2014-15	Winnipeg Jets	WPG	teams/WPG/2015_gamelog.html
811	2013-14	Winnipeg Jets	WPG	teams/WPG/2014_gamelog.html
812	2012-13	Winnipeg Jets	WPG	teams/WPG/2013_gamelog.html
813	2011-12	Winnipeg Jets	WPG	teams/WPG/2012_gamelog.html
814	2010-11	Atlanta Thrashers	ATL	teams/ATL/2011_gamelog.html
815	2009-10	Atlanta Thrashers	ATL	teams/ATL/2010_gamelog.html
816	2008-09	Atlanta Thrashers	ATL	teams/ATL/2009_gamelog.html
817	2007-08	Atlanta Thrashers	ATL	teams/ATL/2008_gamelog.html
818	2006-07	Atlanta Thrashers	ATL	teams/ATL/2007_gamelog.html
819	2005-06	Atlanta Thrashers	ATL	teams/ATL/2006_gamelog.html
820	2003-04	Atlanta Thrashers	ATL	teams/ATL/2004_gamelog.html
821	2002-03	Atlanta Thrashers	ATL	teams/ATL/2003_gamelog.html
822	2001-02	Atlanta Thrashers	ATL	teams/ATL/2002_gamelog.html
823	2000-01	Atlanta Thrashers	ATL	teams/ATL/2001_gamelog.html
824	1999-00	Atlanta Thrashers	ATL	teams/ATL/2000_gamelog.html
